Page,Romanized Chakma,pos,English translation
544,Sang talbich,n,impartiality; balanced judgement; just decision.
544,Sang talbichyã,a,considerate.
544,Sang talã,n,plane surface.
544,Sang dãn,n,bestowing on; presentation.
544,Sang dikãjã,a,parellel.
544,Sang dikãjãkun,n,isosceles triangle.
544,Sang dikãjã dãg,n,isosceles line.
544,Sang dukhyã,a,sympathetic; sympathising.
544,Sang dughee,n,sympathy; fellow feeling; pity.
544,Sang dur,n,equi-distance.
544,Sang duratyã,a,parallel.
544,Sang duratyã dãg,n,parallel line.
544,Sang deghã,a,impartial; in different.
544,Sang deghãni,n,impartiality; in difference; balanced judgment; fair mindedness.
544,Sang dhak,a,of the same form; uniform; similar; n. uniformity.
544,Sang dhakyã ahnã,v,be similar; resemble.
544,Sang dharmi,a,possessing the same power or virtues; equal; similar; homogeneous.
544,Sang dhãkyã,a,equilateral; collateral; having equal arms or sides.
544,Sang dhãkyãkun,n,equilateral triangle.
545,Sang dhāli,n,similarity ; resemblance ; likeness.
545,Sang dhāle,ad,in the same manner ; similarly ; equilibriumly.
545,Sang parchyā,a,intimated ; united ; having mental concord.
545,Sang parānā,v,have mental concord ; have intimacy ; be intimated ; unite.
545,Sang parbuyā,"n, a",classmate ; fellow student ; studying together.
545,Sang pādhār,n,even ground ; plain.
545,Sang pārā,"a, n",possible ; probable ; probality ; likelihood.
545,Sang pārājhāy,n,probable.
545,Sang puro,a,entire ; whole ; all.
545,Sang puro āndār,a,complete black out.
545,Sang puro garānā,v,complete ; equilise.
545,Sang puro gari,ad,wholly ; completely ; entirely.
545,Sang puroni,n,perfection ; fulfilment ; completion ; integrity.
545,Sang puro birodhee,a,quite opposite.
545,Sang bal,n,resources ; capital ; stock.
545,Sang bal chhārhā,a,resourceless ; helpless.
545,Sang balyā,a,comprising ; associated ; helping alongwith ; joined.
545,Sang bayasyā,a,of the same age ; contemporary.
545,Sang bātyān,n,reception ; conversation ; address.
545,Sang bātyān garānā,v,address ; speak ; recept.
545,Sang bātycyā,a,spoken ; addressed.
545,Sang bān,n,relation ; connection ; alliance ; relationship by marriage ; matrimonial proposal ; possesive case.
545,Sang bān ahnā,v,be troted ; be related.
545,Sang bān garānā,v,relate ; relate by marriage.
545,Sang bān thānā,v,have connection or relationship (with).
545,Sang bānyā,a,related to ; connected with.
545,Sang bārhchyā,a,expending ; extended.
545,Sang bārhani,n,expansion ; extention ; (equally) development.
545,Sang bārhani kām garan,n,development office.
545,Sang buddha,a,awaked ; wise.
545,Sang buddhi,n,perfect knowledge.
546,Sang bhãg,n,equal portion half and half; a. equal part.
546,Sang bhãge,ad,in equal parts; in equal.
546,Sang bhãpyã,a,equal expected; equal feeling.
546,Sang bhãbani,n,posibility; contingency.
546,Sang bhog,n,mutual enjoyment; copulation.
546,Sang bhog garãnã,v,enjoy mutually; copulate.
546,Sang mat,a,mutual agreeing.
546,Sang madhyã,a,cocentric; in the centre.
546,Sang madhyãndi,ad,in the centre; by the centre.
546,Sang mãpyã,a,rational; wise; proportional.
546,Sang mãbani,n,ratio; proportion.
546,Sang mãbanir,a,proportionate to; in equal ratio.
546,Sang mãbãnã,v,adjust.
546,Sang mãbiyã,n,rationalist.
546,Sang mil,n,union; connection; junction; gathering together; co-ordination; uniformity; harmony; adjustment; conference.
546,Sang mil garchyã,a,adjusted; co-ordinated; combined with.
546,Sang mil garãnã,v,adjust; bring into agreement; harmonize; get together.
546,Sang milan,n,conference; convention; meeting; gathering; association; society; social gathering; union; alliance.
546,Sang milyã,a,united; combined; allied; assembled; joined; mixed.
546,Sang miliney,ad,in a body; combinedly.
546,Sang muyot,ad,before; infront of; face to face.
546,Sang muyomi,a,being infront; ahead; facing; laying before.
546,Sang jhugat,a,united; joint; joined; mixed; adjoining; connected with.
546,Sang jhugti,n,amalgamation; union.
546,Sang jhog,n,union; conjunction; combination; mixure; collection; close contract.
546,Sang sang,a,equivalent; of equal worth or rank or position; similar; identical.
546,Sang sang ahnã,v,match.
546,Sang sang gari,ad,in equal parts or quantities.
546,Sang sangã,a,parallel.
546,Sang sangã ujudãg,n,parallel straight lines.
547,Sang sangākhet,n,parallelogram.
547,Sang samājhyā,n,companion ; friend ; follower ; mate ; comrade.
547,Sang samājhyā ahnā,v,become friend or follower.
547,Sang samāree,n,female companion ; wife.
547,Sang samāre,ad,together ; in company ; at the same time.
547,Sang samāre jhānā,v,accompany ; go with.
547,Sangsār,n,world ; house hold ; domestic life ; family ; worldly concerns.
547,Sangsār garānā,v,manage domestic or house hold affairs ; perform married life ; marry.
547,Sangsār chālānā,v,maintain one's family.
547,Sangsār chhārhchyā,a,retired from the world.
547,Sangsār chhārhānā,v,renounced the world.
547,Sangsār chhārhiyā,n,anchorite.
547,Sangsār dharma,n,domestic duties ; family life.
547,Sangsār dhāroj,n,desire of worldly enjoyment.
547,Sangsār pādānā,v,enter the family life.
547,Sangsār bān,n,kindred bonds ; worldly ties.
547,Sangsār bhug,n,worldly enjoyment.
547,Sangsāree,a,worldly ; secular.
547,Sangsāree mānuch,n,family man or holder.
547,Sach,a,loose ; slack ; lax ; relaxed.
547,Sach garchyā,a,loosened ; unfastened.
547,Sach garani,n,looseness ; laxity ; relaxing.
547,Sachtā,a,cheap ; easily obtained ; common ; poor in quality ; low in price.
547,Sachtā ahnā,v,be or become cheaper.
547,Sachtā garani,n,cheapness.
547,Sachtā garānā,v,cheapen ; come down the price.
547,Sachtā gari,ad,cheaply.
547,Sach padar,n,weaving equipments.
547,Sach sach,a,loosing.
547,"Sach, saj iridenā",v,loosen ; slacken ; relax ; get loosen.
547,"Sach, saj garānā",v,grow loose or slack.
547,Sachcharam,n,abatement ; cure ; comfort ; ease ; recovery from an illness ; restoration to health.
547,Sachcharam ahnā,v,come round ; get well ; recover from
548,Sachcharam pãnã,v,get relief; be cured; enjoy ease and comfort.
548,Sachcharam peyã,a,cured.
548,Sajan,n,husband of sister-in-law.
548,Sajãk,a,careful; alert.
548,Sajãk ahnã,v,be careful; take care.
548,Sajãk garani,n,warning.
548,Sajãk garãnã,v,warn; alert.
548,Sajhã,a,obstinate; fool hardy; easy; innate; inborn; coexistent; plain; natural; easily understand; straight; simple; right; artless.
548,Sajhã kadhã,n,plain thing or talk.
548,Sajhã garchyã,a,easily done; facile; straightened.
548,Sajhã garani,n,making straight; straightening; facilitation; facility; easiness.
548,Sajhã garãnã,v,make easy; facilitate; straighten; correct; reform.
548,Sajhã gari,ad,in an easy manner; directly; straightly.
548,Sajhãjhug,n,natural; inclination; instinct; innate.
548,Sajhãnã,v,reproach; rebuke; quarrel; wrangle; abuse; thunder; hiss.
548,Sajhãni,n,roar; roaring; thundering; hissing; wrangling; quarrelling; reproaching; abuseing.
548,Sajhã buddhi,n,common sense.
548,Sajhya,n,patience; endurance; forbearance; tolerance.
548,Sajhya garchyã,a,patient; tolerant.
548,Sajhya garani,n,bearing; enduring.
548,Sajhya garãnã,v,endure; tolerate; bear.
548,Sajhya garãjhãy,a,tolerable; bearable.
548,Sajhya gun,n,patient ability.
548,Sajhya bãrã,a,unbearable; intolerable.
548,Sajhe,ad,easily; at ease; without difficulty.
548,Sajhepãjhãy,a,easily obtainable.
548,Sajhe peyã,a,easily gained or obtained.
548,Sajhe sajh,n,innate tendency; instinct.
548,Sajhe sajh garãnã,v,prompt; induce.
548,Sajheyã,a,roaring; sounded; hissed reproached; quarrelsome; wrangled.
549,Sat,a,good ; honest ; genuine ; true ; existent.
549,Sat asat,a,good and evil.
549,Sat uboy,n,fair or honest means.
549,Sat uboye,ad,by honest or fair means.
549,Satkām,n,good deed ; virtuous act.
549,Sat koch pānā,n,true love ; genuine love.
549,Sat gun,n,noble quality ; virtue.
549,Sat guru,n,good preceptor.
549,Sat jāmei,n,worth or good bridegroom.
549,Sattuyo,a,unbearable ; intolerant ; impatient ; insuffering.
549,Satttuyomi,n,intolerance ; impatience.
549,Sat phāchyāng,a,good natured or character.
549,Sat bangsha,n,good or respectable family.
549,Sat bangshar,a,of good family.
549,Sat bijerak,n,good judge.
549,Sat buddhi,n,good sense ; good tendency.
549,Sat bebahār,n,good behaviour ; proper use ; courteous treatment ; good use.
549,Sat bebahār garānā,v,treat well or kindly ; make a good or proper use of.
549,Sat bhāb,n,friendship ; courtesy ; honesty ; good feeling.
549,Sat mānuch,n,good man.
549,Sat satya,"n, a",genuine true ; faithful to one's promise.
549,Sat satyami,n,truism.
549,Sat samār,n,good company.
549,Sat samār garānā,v,keep to make good company.
549,Sat sallā,n,good advice or councel.
549,Sat sāhas,n,moral courage.
549,Sat hujec,a,ever cheerful ; true pleasure.
549,Sattara,n & a,seventeen ; 17.
549,Sattarang,n,marigold.
549,Sattarasāt,n,destruction ; ruin.
549,Sattarasāt garchyā,a,destructed ; ruined.
549,Sattarasāt garani,n,destroying ; ruining.
549,Sattarasāt garānā,v,destroy ; demolish ; ruin.
549,Sattarasāt gariyā,n,destroyer.
549,Sattara sātyā,a,destructive.
549,Sattur,n & a,seventy ; 70.
549,Satthā pāgal,a,crackbrained ; crazy ; evil minded.
549,Satthā pādā,n,kinds of
550,Satthã peik,n,kinds of bird.
550,Satee,a fem,chaste; virgin; virtuous.
550,"Sateetwa, satee dharma",n,chastity.
550,Sateetwa barbãd garãnã,v,rape; ravish; out rage the modesty of.
550,Sateetwa rakkhyã garãnã,v,preserve chastity.
550,Sateen,n,co-wife; rival wife.
550,Satee paddã,n,hymen.
550,Sateemog,n,virtuous or chaste wife.
550,Satee lokkhee,n,perfectly chaste woman; immaculate woman.
550,Satya,a,true; real; sincere; faithful; n. truth; promise; oath.
550,Satyakadhã,n,truth.
550,Satyakadhã kanã,v,speak truth.
550,Satyakadhã kani,n,speaking the truth; veracity.
550,Satya garãnã,v,concur with love; take an oath; swear; promise solemnly.
550,Satyagari,ad,truely; really; genuinely.
550,Satya gari kanã,v,affirm or declare solemnly or on oath.
550,Satya tadãrak,n,searching for truth.
550,Satya tadãrak garãnã,v,search for truth.
550,Satya dharojee,n,devotee to truth.
550,Satya padh,n,right way or means.
550,Satya pãlani,n,keeping of one's promise.
550,Satya pãlãnã,v,keep one's promise or word.
550,Satya pirityã,a,devoted to truth; truth loving.
550,Satya bhãngani,n,breach of promise.
550,Satya mãnani,n,devotion to truth; honesty.
550,Satya mãnyã,a,truthful; devoted to truth.
550,Satyamijhe,n,truth and falsehood.
550,Satya jhug,n,golden age.
550,Satya jhudda,n,fight for truth and justice; passive resistance; picketing; self dedication to the principle of truth and justice.
550,Satya jhudda garãnã,v,picket; fight for truth and justice.
550,Satya jhudda gariyã,n,fighter for truth and justice.
550,Satya rãkkolee,n,devotee to truth.
550,Satya rãghãnã,v,keep of one's promise or word.
551,Satya rāghāni,n,keeping of one's promise ; devotion to truth.
551,Satyā,a,tasty food.
551,Satyā satya,a,true and nature.
551,Sad,"a, n",conscious ; vigilant ; weakful ; alert ; animate ; consciousness ; sensation ; sense ; knowledge ; caution ; cognition ; understanding.
551,Sad ahnā,v,come to one's senses ; become cautious.
551,Sad ārānā,v,faint ; lose consciousness.
551,Sad echyā,a,awakened ; restored to consciousness.
551,Sad ejhānā,v,awake ; come to one's sense.
551,Sadak,n,ray ; a line of light ; beam of light ; lustre ; steak of light ; potency of light ; beauty.
551,Sadakyā,a,steam of rays.
551,Sad chhārā,a,senseless ; insensible ; unconscious ; inanimate.
551,Sadat,ad,in the sensation condition.
551,Sad thānā,v,be conscious ; have sensation.
551,Sadar,a,closely related ; near relation ; intimate.
551,Sadar kudum,n,direct relation ; intimacy ; closeness.
551,Sadar gari,ad,closely.
551,Sadarchyā,a,closely related a kin to.
551,Sadarat,ad,in intimacy.
551,Sadarbhei,"n, a",own brother ; born of the same brother.
551,Sadarāni,n,close alliance.
551,Sadā,n,trade ; purchase ; brgain.
551,Sadāgar,n,merchant ; trader.
551,Sadāgari,n,business of a merchant.
551,Sadāpattra,n,purchases ; writen contract for the sale or purchase.
551,Sadharangyā,a,lazy ; lazy life ; vagabond ; averse to labour.
551,San,n,year ; particular year of century (A.D.).
551,Sanā,n,gold.
551,Sanā dalā,n,purse gold.
551,Sanā dānā,n,gold ornaments ; grain of gold.
551,Sanā phalānā,v,produce marvellous result ; gain large fortune or wealth.
551,Sanā bānyā,n,goldsmith.
551,Sanāmughee,a,golden faced ; gold faced.
551,Sanār,a,golden ; made of gold.
551,Sanār alangkār,n,golden ornament.
551,Sanār āngtik,n,gold ring.
551,Sanār khani,n,gold mine.
551,Sanārang,n,gold colour.
552,Sanãr renu,n,grain of gold.
552,Sanãr sangsãr,n,happy and well to do family.
552,Sanãrh ahrag,n,golden letter.
552,Sanãr ahragat,ad,in golden letter.
552,Sanãr uring,n,golden deer for deception; illusion.
552,Sanãlee,a,golden.
552,Sanãy mureyã,a,gilded; covered with gold.
552,Sanyãsee,n,monastic.
552,Sanyãsee ghar,n,monastary.
552,Sanyãsee dharma,n,monasticism.
552,Sappãnat,ad,in all direction or matter.
552,Saban,n,dream; vision through in sleep; nightmare.
552,Saban gabheen,n,dreaminess.
552,Sabana dhakyãn,ad,like a dream; illusory; beyond one's dream or imagination.
552,Saban chhãrhã,a,dreamless.
552,Saban chhãrhã ghum,n,dreamless sleep.
552,Sabanat,ad,in the dream.
552,Sabanat ãjil,a,appeared in the dream.
552,Saban tadãrak,n,dream psychology.
552,Saban tadãrakyã,n,dream psychologist.
552,Sabanat deghã,a,met or meeting in a dream.
552,Sabanat na bhãpyã,a,inconceiveable.
552,Sabanat peyã,a,dream obtained; got in a dream.
552,Sabanat berhãnã,v,somnambulate; walk in the dream.
552,Sabanat bhãbãnã,v,even think or imagine as in a dream.
552,Sabanattun uthyã,a,awakened from a dream.
552,Sabanaduj,n,nocturnal emission.
552,Saban dekhyã,a,dream.
552,Saban deghani,n,dreaming of a dream.
552,Saban deghiyã,n,dreamer.
552,Sabanbijer,n,interpretation of dream.
552,Saban puree,n,dream land.
552,Saban bharã,a,dreamy.
552,Sabanar,a,dreamy; unpractical.
552,Sabanar kadhã,n,account of dream.
552,Sabanar berhãnyã,n,somnambulist.
552,Sabanar berhãni,n,somnambulism.
553,Sabana rejya,n,dream land.
553,Sabane,ad,in the dream.
553,Sabane ghirchyā,a,dreamy.
553,Sabane deghānā,v,dream ; have a vision in a dream.
553,Sabane berheyā,a,dreaming ; in the state of a dream.
553,Sabane sabane,ad,in the dream ; during dream.
553,Sabur,n,patience ; forbearance ; waiting.
553,Sabur garchyā,a,waited.
553,Sabur garānā,v,wait ; have patience.
553,Sabhā,n,meeting ; assembly ; council ; committee ; association ; convention ; court ; drama.
553,Sabhā ahnā,a,have a stage play.
553,Sabhākabi,n,court poet.
553,Sabhā khulani,n,opening or commencement of a meeting ; beginning of a convention.
553,Sabhā garānā,v,hold or convene a meeting.
553,Sabhā ghar,n,assembly hall ; court room.
553,Sabhā chelā,n,president ; chairman.
553,Sabhāt,ad,in the meeting.
553,Sabhā mānuj,n,member of an assembly ; courtier ; courtesy ; reverence.
553,Sabhā bhāngani,n,dissolution of a meeting or an assembly.
553,Sabhā bhāngānā,v,close a meeting.
553,Sabhā bhāngidenā,v,dissolve of a meeting or council.
553,Sabhāy,ad,at all.
553,Sabhāy na pānā,v,not to get at all.
553,Sabhāy nay,a,not at all ; not in the least ; in no degree.
553,Sabhur,n,waiting ; patience ; forbearance.
553,Sabhya,"a, n",civilized ; civil ; social ; polite ; honest ; refined ; elegant ; member (of an assembly or council).
553,Sam,v,enter (you).
553,Sam,n,good time ; good season.
553,Sama,v,enter (you. pl).
553,Sam sam,n,difficulties and troubles ; calamities ; good and bad time.
553,Samang samang,a,about to enter.
553,Samat,ad,in good time.
553,Samat,"n, ad",response to calls ; at the time or requirement with.
553,Samat asamat,ad,in good time and bad time ; in calamities.
554,Samat denã,v,reply on a call; respond.
554,Samadan,v,(they) are entering.
554,Sambal,n,help; aid; assistance; capital; stock; resource.
554,Sambalatyãy,ind,in aid of.
554,Sambaldiyã,n,helper.
554,Sambal denã,v,help; assist; aid.
554,Sambhachya,n,arrangement; disposal; remedy.
554,Sambhachya garchyã,a,arranged; settled; regulated arrayed; solved.
554,Sambhã,ad,so big.
554,Samarãnã,v,set in; adjust; arrange; set right; reck; control.
554,Samarãni,a,adjustment; arrangement.
554,Samarã samari,ad,together with.
554,Samarciyã,n,sure maker; one who arranges.
554,Samarey denã,v,get adjusted; be arranged.
554,Samareyã,a,arranged; adjusted.
554,Sumay,n,time; season; proper season; fit time; opportunity; leisure; convention.
554,Samay garãnã,v,make time (for); fix time (for).
554,Samay gari,a,another time; leisurely.
554,Samay gariney,ad,at another time.
554,Samay tuji,n,time table; routine.
554,Samay denã,v,allow (one) time; give time.
554,Samay pãnã,v,find time.
554,Samay barbãd garãnã,v,waste time.
554,Samay majin,ad,incourse or process of time.
554,Samay samay,ad,from time to time.
554,Samã,v,to enter.
554,Samãh,v,enter (you).
554,Samãch,v,enter (you).
554,Samãchãr,n,news; information; message; report.
554,Samãj,n,club; society; community; assembly; gathering.
554,Samãjat chalãnã,v,be in order; in society.
554,Samãjattun bãr garãnã,v,excommunicate; expel one from society.
554,Samãj bãnyã,a,formed in to a community; socially tied or bouded.
554,Samãj birodhee,n,anti social.
554,Samãj sudam,n,social law; social convention.
554,Samãn,v,enter (they); a. equal to.
555,Samānā,v,enter ; join ; infiltrate.
555,Samāni,n,entering ; entrance ; entry ; admission.
555,Samāre,ad,with together ; within ; company with ; along with.
555,Samya,v,entere (you. pl).
555,Samyong,v,entered (I).
555,Samyā,a,entered.
555,Samciyā,n,entrant ; one who enters ; infiltrator.
555,Samebār,a,for entrance.
555,Samebār adhikār,n,right to enter.
555,Samebār khājānā,n,entrance fee.
555,Samebār pattra,n,admit card ; passport ; ticket.
555,Samebār padh,n,entrance door way.
555,Samebār padhamu,n,approach to door way.
555,Samebār mānā,n,no admission.
555,Sar,v,go off (you) ; move.
555,Sar,n,sediment of mud ; silt ; cream ; curdled ; milk curdle ; cataract ; fodder ; fibre ; arrow of bamboo.
555,Sara,n,earthen lid ; lid.
555,Sarkār,n,government.
555,Sarkāree,a,public ; belonging to the state.
555,Sarkāree ānjāme,a,government controlled.
555,Sarkāri ugum,n,government order.
555,Sarkāri chāgarce,n,government service.
555,Sarkāree chāgarce balā,n,government employee or servant.
555,Sarkāree tengā,n,government money.
555,Sarkāree padh,n,public road.
555,"Saraga, sarga",n,heaven ; paradise.
555,Sargat,ad,in the heaven.
555,Sargat jhānā,v,go to heaven ; die.
555,Sargat jheyā,a,gone to heaven ; deceased.
555,Sargadut,n,angel ; heavenly messenger.
555,Sargapadh,n,gate heaven.
555,Sarga balā,a,dwelling in heaven ; heavenly.
555,Sargabhog,n,heavenly bliss.
555,Sarga mārāpadh,n,ganges of heaven ; the milky way or glaxaxy of stars ; horizon ; sky line.
555,Sarga mukyā,a,going to heaven.
555,Sarga jhāttārā,n,going to heaven ; death.
555,Sargar,a,heavenly ; divine ; deceased ; of heaven.
555,Sargarājā,n,lord of
556,Sargalãbh,n,going to heaven after death.
556,Sargalãbh garãnã,v,attain heaven; die.
556,Sarga sug,n,beatitude; supreme or heavenly happiness.
556,Sarang,n,paddy keeping place (attached to home).
556,Saradhã,n,trunk.
556,Saran jãm,n,equipments; articles; implements; materials; things; furniture; contigency.
556,Saran jãmee,a,contingent.
556,Saram,n,shame; modesty; bashfulness.
556,Sarmãn,n,respect; honour; veneration; reverence; regard prestige.
556,Sarmãn ãrãnã,v,lose prestige; dishonour.
556,Sarmãn garchyã,a,honoured; respected.
556,Sarmãn garani,n,honouring; veneration.
556,Sarmãn garãnã,v,honourer; respect.
556,Sarmãn gari,ad,respectfully.
556,Sarmãn deghãnã,v,show honour.
556,Sarmãn denã,v,give honour.
556,Sarmãn pãnã,v,get or be honoured.
556,Sarmãn barbãd garãnã,v,discredit.
556,Sarmãn hãni,n,loss of prestige; dishonour.
556,Sarmãnee,a,honourable; respectable.
556,Sarmãnee bangsha,n,aristocratic or noble family.
556,Sarmãnee bangshar,a,of noble family.
556,Sarmãnee mãnuch,n,respectable person.
556,Sarmãnee sabhã,n,house of lords.
556,Sarmãnee samãj,n,aristocracy; nobility; aristocrat society.
556,Sarahl,n,falling on the back; straight; a. supine; lying fully on one's back.
556,Sarahl ahnã,v,lay or be laid straightly; die.
556,Sarahl garãnã,v,straighten.
556,Sarahlgari parhãnã,v,fall on the back.
556,Sarahl gari phelãnã,v,throw one flat on one's back.
556,Saral,a,simple; artless; sincere; easy; honest; straight.
556,Saral garani,n,simplification.
557,Saral garānā,v,simplify.
557,Saral gari,ad,simply ; in a simple manner.
557,Saral chit,n,simple heart.
557,Saral bebahār,n,plain dealing.
557,Sarāng,n,release ; free ; escape ; discharge.
557,Sarān pānā,v,get release ; be freed orescaped.
557,Sarān peyā,a,released.
557,Sarānā,v,release ; remove ; take off ; forgive.
557,Sarāni,n,removal ; removing ; releasing.
557,Sarit,n,part ; share ; portion ; partner ; sharer ; share holder ; co-sharer.
557,Sarit garchyā,a,shared out ; partitioned.
557,Sarit garānā,v,share.
557,Sarit gari,ad,sharely ; partially.
557,Sarit batyā,a,entitled to a share ; participating.
557,Sarit badānā,v,make partner.
557,Sarit badiyā,n,co-sharer ; share holder.
557,Sarit bhāngānā,v,divide (in to share).
557,Sarit lanā,v,take share ; participate.
557,Sarit sarit,ad,in share ; part by part ; share by share.
557,Sare ahnā,v,become cure.
557,Sare pānā,v,get cured ; get help.
557,Sare peyā,a,cured.
557,Sarciyā,n,remover ; one who releases ; one who sets free.
557,Sarey denā,v,be removed ; lay aside ; displace ; transfer.
557,Sarcyā,a,displaced ; removed ; distant.
557,Sal,n,pretex ; pretence ; pretention ; cheating ; deception ; trick ; hypocrisy.
557,Sal garānā,v,deccive ; play false ; cheat ; pretend.
557,Salang,n,slough ; crust ; skin cover.
557,Salang badalānā,v,change one's skin cover.
557,Sal dhajhye,a,deccived ; cheated ; pretended ; out witted ; deceitful ; crafty.
557,Sal dharānā,v,pretend ; simulate ; fein.
557,Salā,n,jerking ; sudden pull ; jerk ; attraction ; drawing ; tension ; strain ; want ; indination ; interest ; demand ; shortage ; hard breathing ; strike ; partiality.
557,Salā urānā,v,give a sudden pull ; tug ; stretch ; draw attract.
557,Salā mājhyā,a,pulled ; drawing out ; extracted.
558,Sargalãbh,n,going to heaven after death.
558,Sargalãbh garãnã,v,attain heaven ; die.
558,Sarga sug,n,beatitude ; supreme or heavenly happiness.
558,Sarang,n,paddy keeping place (attached to home).
558,Saradhã,n,trunk.
558,Saran jãm,n,equipments ; articles ; implements ; materials ; things ; furniture ; contigency.
558,Saran jãmee,a,contingent.
558,Saram,n,shame ; modesty ; bashfulness.
558,Sarmãn,n,respect ; honour ; veneration ; reverence ; regard prestige.
558,Sarmãn ãrãnã,v,lose prestige ; dishonour.
558,Sarmãn garchyã,a,honoured ; respected.
558,Sarmãn garani,n,honouring ; veneration.
558,Sarmãn garãnã,v,honourer ; respect.
558,Sarmãn gari,ad,respectfully.
558,Sarmãn deghãnã,v,show honour.
558,Sarmãn denã,v,give honour.
558,Sarmãn pãnã,v,get or be honoured.
558,Sarmãn barbãd garãnã,v,discredit.
558,Sarmãn hãni,n,loss of prestige ; dishonour.
558,Sarmãnee,a,honourable ; respectable.
558,Sarmãnee bangsha,n,aristocratic or noble family.
558,Sarmãnee bangshar,a,of noble family.
558,Sarmãnee mãnuch,n,respectable person.
558,Sarmãnee sabhã,n,house of lords.
558,Sarmãnee samãj,n,aristocracy ; nobility ; aristocrat society.
558,Sarahl,n,falling on the back ; straight ; a. supine ; lying fully on one's back.
558,Sarahl ahnã,v,lay or be laid straightly ; die.
558,Sarahl garãnã,v,straighten.
558,Sarahlgari parhãnã,v,fall on the back.
558,Sarahl gari phelãnã,v,throw one flat on one's back.
558,Saral,a,simple ; artless ; sincere ; easy ; honest ; straight.
558,Saral garani,n,simplification.
559,Sāgajhyā,ad,abundantly ; enough ; sufficiently ; in plenty ; amply.
559,Sāgar,"a, n",much ; abundant ; sufficient ; plentiful ; enough ; many ; sea ; ocean ; plenty ; abundance.
559,Sāgara ābā,n,sea breeze.
559,Sāgara gang,a,occean or sea current.
559,Sāgar gāch gajarā,n,sea weed.
559,Sāgar char,n,sea coast ; sea shore ; sea breath.
559,Sāgara chha,n,bay.
559,Sāgar jāt,a,sea born.
559,Sāgara talā,n,sea level ; occean floor.
559,Sāgara na,n,seafaring vessel ; hydroplane.
559,Sāgara padh,n,ocean route.
559,Sāgara pār,n,other side of the ocean ; sea shore.
559,Sāgara pārat,ad,beyond the seas.
559,Sāgara marung,n,bed of the sea.
559,Sāgara mukhyā,a,voyaging by the sea ; sea going ; flouring in to the sea.
559,Sāgara jhāttārā,n,sea voyage.
559,Sāgar jhāttārā garānā,v,put to sea voyage.
559,Sāgarar,a,of sea ; marine ; oceanic.
559,Sāgare ghijhyā,a,seagirt ; surrounded by sea.
559,Sāgarendi,ad,by sea.
559,Sāgā,n,mark ; boundary ; border ; limitation ; boundary line ; frontier ; demarcation.
559,Sāgā dyā,a,demarcated ; bounded ; limited.
559,Sāgādiyani,n,demarcation.
559,Sāgāneyā,a,unlimited.
559,Sāgāpattra,n,deed of settlement of boundaries.
559,Sāgāpār ahnā,v,pass the boundary ; transgress ; overstep one's limit.
559,Sāgābārhā,a,out side the boundary.
559,Sāgāsākyā,n,meeting of two boundaries.
559,Sāgeret,n,follower ; disciple ; companion.
559,Shāgon māch,n,Sagon ; the fourth month of the Chakma year.
559,Shāghon,n,soap.
559,Shāghona phenā,n,lather ; soapsuds.
559,Shāghona bākshu,n,soap case.
559,Sāng,n,address.
560,Sãnj,a,dysentry.
560,Sãng sãngãnã,v,abscond; flee secretly.
560,Sãng sãngyã,n,need and clean; good climate; fine weather.
560,Sãngu,n,ladder; stair case; stair.
560,Sãngu paydyã,n,ladder step; rung.
560,Sãngcet,n,company of fear.
560,Sãngcet denã,v,go together with; consort with.
560,Sãch,n,pulp; any fleshy part of bodies; meat without bone; kernel; substance; riches; wealth; time.
560,Sãchdalã,a,fleshy; full of pulp; solvent.
560,Sãchyã,a,done well.
560,Sãchchãr,n,destruction.
560,Sãchchãr garãnã,v,destroy.
560,Sãchchãr gachyã,a,destructive.
560,Sãja,n,dress; equipage; articles of dress.
560,Sãjaiyã,n,decorator.
560,Sãj kãbar,n,kind of woolen cloth for a bridegroom.
560,Sãjchyã,a,decorative; suited to; adorn.
560,Sãjchyã muchyã,a,decorous; decent.
560,Sãjchyã muchyãgari,ad,decorously.
560,Sãjhan,n,decoration; ornaments.
560,Sãjani,n,decorating; dressing.
560,Sãj pajãk,n,dress; attire.
560,Sãjlanã,v,put on dress; prepare.
560,Sãj layã,a,dressed.
560,Sãj saranjãm,n,equipments; implements.
560,Sãjãnã,v,dress; be prepared; appear; make up; arrange; play the part of; fit; suit; pretend to be; decorate; furnish; equip.
560,Sãjiyã,n,dresser.
560,Sãjeiyã,n,settler; manager; arranger.
560,Sãjek,n,one of the tributary river of the Karnafuli or Bargang situated in the southern part of Mizoram and party of Bangladesh.
560,Sãjey rãghãnã,v,arrange; make up; lay down; be arranged; decorated; ornamented; beautified.
560,Sãjey rãgheiyã,n,one who makes up or arranges.
560,Sãjeyã,a,made up; dressed; prepared; arranged; laid down; placed one who makes up or arranges.
560,Sãjh,n,evening; nightful; dusk; twilight.
561,Sājhang,n,day time.
561,Sājhangyā,a,happening during day time ; diurnal.
561,Sājhanyā,a,of evening.
561,Sājhanyāt,ad,at evening ; in the evening.
561,Sājhanyā tārā,n,venus ; evening star.
561,Sājhanyā pahr,n,twilight.
561,Sājhanyā bātti,n,evening lamp.
561,Sājhā,n,punishment.
561,Sājhā denā,v,punish.
561,Sājhā pānā,v,be punished.
561,Sājhālanā,v,receive punishment.
561,Sājhur,n,swimming.
