Page,Romanized Chakma,pos,English translation
561,Sājhurchyā,a,infectious ; contagious ; swam ; infect.
561,Sājhurānā,v,swim ; infect ; be infected ; be transmitted into ; be influenced by.
561,Sājhurani,n,swimming ; infection ; contagion.
561,Sājhurinei,ad,swimmingly.
561,Sājhuri pārchyā,a,capable of swimming.
561,Sājhuriyā,n,swimmer.
561,Sājhuruk sāch,n,anormaly ; irregularity.
561,Sājhuruk sāch garihānā,"v, a",pass or spend anormaly ; abnormalous ; abnormal.
561,Sāt,n & a,seven ; 7.
561,Sāt kadhā shunanā,v,abuse ; compain ; blame.
561,Sāt saghārar pāni hābānā,v,harass to a degree.
561,Sātchalich,n & a,forty seven ; 47.
561,Sātchhatti,n & a,sixty seven ; 67.
561,Sāttaya nei pāchchayanci,v,have no connection ; quite unconnected.
561,Sāurish,n & a,thirty seven ; 37.
561,Sāt dinyā,"a, n",weekly ; weekly funeral ceremony.
561,Sāt pāch,a,mant ; diverse.
561,Sātpāch bhābānā,v,to think so many thing ; thing of fulness.
561,Sāt bhontārā,n,seven holy saint stars ; constellation of seven stars.
561,Sātānabbai,n & a,ninety seven ; 97.
561,Sātānna,n & a,fifty seven ; 57.
561,Sātāshi,n & a,eighty seven ; 87.
561,Sātyā,a,accomplished ; successful ; effective ; useful.
561,Sātceich,n & a,twenty seven ; 27.
562,Sãtyo,a,seventh; 7.
562,Sãdat,ad,at the very beginning.
562,Sãdãngã,n,step; a. born of a sptep mother.
562,Sãdãngã puyãchhhã,n,step children.
562,Sãdãngã bãp,n,step father.
562,Sãdãngã bhei bon,n,step brother and sister.
562,Sãdãngãmã,n,step mother.
562,Sãdã chãlãnã,v,play the fool; affect madness.
562,Sãdã chalyã,a,idiotic; crazy; daft.
562,Sãdh,n,desire; wish; fancy; longing.
562,Sãdhak,n,devotee; worshipper.
562,Sãdh garãnã,v,desire; wish for; feel a longing.
562,Sãdh gariney,ad,willingly; voluntarily.
562,Sãdhan,n,performance; execution; expedient; prayer; performing.
562,Sãdhan gajhyã,a,accomplished; proved; prayed.
562,Sãdhan garãnã,v,perform; accomplish; worship; pray.
562,Sãdhanã,n,worship; adoration; prayer; study; practice; cultivation; accomplishment.
562,Sãdhanã garãnã,v,worship; persevere.
562,Sãdh puranã,v,have one's desire fulfilled.
562,Sãdhi pãrchyã,a,performed.
562,Sãdhi pãrãnã,v,perform; able to carry out or perform.
562,Sãdhi pãriyã,n,performer.
562,Sãdhu,a,honest; pious; holy; chaste; pure; righteous; virtuous; good; n. saint; monk.
562,Sãdhu sãdhu,n,bravo; well done.
562,Sãdheyã,a,desirous.
562,Sãdhya,n,power; ability; major term.
562,Sãdhya bãrã,a,beyond one's power.
562,Sãdheen,a,independent; free; liberty.
562,Sãdheen ahnã,v,be free.
562,Sãdheen garãnã,v,free; liberate; release.
562,Sãdheen gari,ad,independently.
562,Sãdheen chhãrhã,a,dependent; in bondage.
562,Sãdheenatã,n,independence; freedom.
562,Sãn,n,similarity; likeness.
562,Sãnyã gari,ad,similarly;
563,Sānyā pidhā,n,kind of home made cake.
563,Sāp,n,snake ; viper ; serpent.
563,Sāp,a,clean ; neat.
563,Sāp kāmar,n,sanke bite.
563,Sāp garchyā,a,cleansed.
563,Sāp garan,n,cleanliness ; neatness.
563,Sāp garani,n,cleansing.
563,Sāp garānā,v,clean ; make clean or pure.
563,Sāp garā jhāy,a,capable of being cleansed.
563,Sāp gariney,ad,cleanly.
563,Sāp gariyā,n,cleaner.
563,Sāp dhakyān,"a, n",snakish ; a secret or treacherous enemy.
563,Sāp dhariyā,n,snake catcher.
563,Sāpbaji degheiyā,n,snake charmer.
563,Sāpyā,n,the master or lord ; an European.
563,Sāhb,n,"European ; master ; lord ; sir, gentleman in ; king card and addressing."
563,Sāhb jāt,n,the English.
563,Sāhb dejar,a,English ; of England.
563,Sāh banee,n,the mistress ; an European lady.
563,Sāhba bhāshā,n,the English language ; English.
563,Sāhb marad,n,an English man.
563,Sāhba mile,n,an English woman.
563,Sāhba hānā,n,western food.
563,Sābāng,n,clear ; clean ; straight forward ; plain ; out spoken.
563,Sābāng garchyā,a,cleared.
563,Sābhānā,v,overblow.
563,Sābhārāng,n,smelling plant.
563,Sābhālā,n,best man.
563,Sāmmuyo,n,kind of cane made busket (having coverage).
563,Sāmmuyoul,n,mushroom.
563,Sāmalak,n,chameleon.
563,Sāmbād,n,news ; information ; message.
563,Sāmālā,v,arrange ; hide ; kill ; defend (you).
563,Sāmālānā,v,arrange ; hide kill ; defend ; preserve ; check ; take care ; guard ; protect ; put in order ; restrain.
563,Sāmālani,n,preservation ; preserve ; arrangement ; hiding ; killing ; putting in order.
563,Sāmālā jhāy,a,defensive.
563,Sāmālyā,a,arranged ; defended ; preserved ; killed ;
564,Sãmcleiyã,n,defender; hider; arranger.
564,Sãr,n,manure; best part (of anything); cream; abstract; summary; substance; vigour; narrow; nature.
564,Sãrkadhã,n,substance; summary.
564,Sãr garchyã,a,purgative; laxative; summarised; summed up.
564,Sãr garani,n,summarisation.
564,Sãr garãnã,v,summarise; sum up.
564,Sãr gari,ad,by signs; by hint.
564,Sãrchhãr,n,oppression; severity; destruction; ruin; demolition.
564,Sãrchhãr garãnã,v,demolise; ruin; destroy; oppress; treat; severely.
564,Sãrjãgã,n,trusting place.
564,Sãr denã,v,give a hint.
564,Sãrã,a,empty; vacant; blank; solitary; lonely; forlone; depopulated; isolate.
564,Sãrãh,n,end; conclusion; completion.
564,Sãrãh ahnã,v,end; be finished or completed.
564,Sãrãh garãnã,v,finish; complete; conclude.
564,Sãrã ãdãm,n,empty village.
564,Sãrã garani,n,emptying; vacating.
564,Sãrã garãnã,v,vacate; evacuate.
564,Sãrã gãt,n,hollow.
564,Sãrãghar,n,empty house.
564,Sãrã jãgã,n,empty space; solitary place; gap; nil; zero; sky; dot.
564,Sãrãnã,v,restore; be cured; recover; to be good; finish; be finished; complete; be released.
564,Sãrãlyã,a,along; solitary; single; free from house hold affairs.
564,Sãrãlyã chil,n,lonely kite.
564,Sãrãlyã peikh,n,lonley bird.
564,Sãrãsãri,n,mutual giving up; divorcing.
564,Sãridyã,a,harmful; mischievous; injurious.
564,Sãridiyã,n,evil doer.
564,Sãridenã,v,destroy; harm; do mischieve.
564,Sãl,n,peg; stake; poke; wisp of straw; thorn inserted inside.
564,Sãl ting,a,real; genuine; original; pure.
564,Sãlluyã,a,fibrous; stringy.
564,Sãlãm,n,welcome; salutation; bow; greeting.
564,Sãlãm garchyã,a,greeted; saluted.
565,Sālām garānā,v,bow ; salute ; greet ; address with good wishes.
565,Sālām gariyā,n,host ; bower ; wel-comer.
565,Sālāmee,n,greeting ; congratulation ; compliment.
565,Sālāmee kāboj,n,congratulatory address ; address of welcome.
565,Sālāmee jānānā,v,congratulate ; felicitate.
565,Sālāmee jānciyā,n,congratulator.
565,Sālāmee jānceyā,a,congratulated ; felicitated.
565,Sālyāng,n,frontier ; boundary line (a border line for directing in several game).
565,Sālyāngat,"a, ad",situated in the boundary line ; towards the frontier.
565,Sālyāngattun,ad,from the frontier of boundary line.
565,Sālyāngar,a,bordering.
565,Sāhach,n,courage ; bravery ; gallantry.
565,Sāhach garānā,v,venture.
565,Sāhach bānānā,v,encourage.
565,Sāhachee,a,brave ; courageous ; daring ; bold ; adventurcous.
565,Siun,pron,those.
565,Sik,n,whistle ; whiz.
565,Sik kārānā,v,whiz ; whistle.
565,Sik garānā,,spit ; stick on.
565,Sikyā,a,malicious ; spiteful ; roasted.
565,Sikyā erā,n,roasted or porked meat.
565,Sig,n,spit ; iron rod or bolt.
565,Sigee,n,quarter rupee.
565,Sigeeret,n,cigarette.
565,Sigeeret hānā,"v, n",smoke a cigarette ; smoking.
565,Sigon,n,snot.
565,Sigon phelānā,v,blow the nose ; discharge the snot.
565,Sing,n,same as শিঙ ।
565,Singābā,n,drwawing room ; seating room.
565,Singha,n,lion.
565,Singha gāt,n,lions den or cave.
565,Singha gujarani,n,roar of a lion.
565,Singha chha,n,cub of a lion.
565,Singha darajā,n,main gate.
565,Singha rāshi,n,sign leo.
565,Singhal,n,Ceylon.
565,Singhāsan,n,throne. royal seat.
565,Singhāsan kārilaiyā,n,heir to a throne.
565,Singhāsan chhārānā,v,abdicate ; leave the throne.
566,Singhasanat udhanã,v,ascend a throne.
566,Singhasanattun huj iridyã,a,dethroned; deposed.
566,Singãl,n,beast or any kinds of flying insect having horn; male deer or stag.
566,Singor kãbãnã,v,do or act ungratefully; conspire.
566,Singor kubanã,v,settle permanently.
566,Sichchhãnã,v,make a hissing sound for pungent.
566,Sichyã,a,boiled; cooked.
566,Sijee,n,beloved daughter.
566,Sijeebua,n,the belove; son.
566,Sije,n,lead.
566,Sijey bãneyã,a,made of lead.
566,Sijhãnã,v,boil; cook; be boiled; cooked.
566,Sijhiri,n,small bottle; phial.
566,Sijheiyã,n,boiler.
566,Sijheyã chol,n,boiled rice.
566,Sijheyã dhãtu,n,mercury.
566,Sijheyã hãnã,n,dressed food; cooked food.
566,Sityã,a,scattered; sprinkled; spattered; sowed; broadcasted.
566,Sityãi,ad,for that reason; therefore.
566,Sittun,ad,thence; from there.
566,Sittumo,a,so great; so big; so much.
566,Sid,v,scatter (you).
566,Sidãnã,v,sprinkle; scatter; sow; broadcast.
566,Sidceiyã,n,scatter (you).
566,Sidesityã,a,separated; lying at a ditance; far off.
566,Sidesityã garani,n,separation.
566,Sidesityã garãnã,v,separate; be separated.
566,Sidesityã gari,ad,separately.
566,Sidesityã gari thãnã,v,stay separately.
566,Sidhyã,a,gentle; meek; subdued; sincere; direct; honest; simple; plain; unpretentious; innocent; indiffenrent; quiet; n. restraint; straight.
566,Sidhã garchyã,a,pacified; restrained.
566,Sidhã garani,n,restraination.
566,Sidhã gareiyã,n,restrainer.
566,Sididyã,a,scattered; broadcasted.
567,Sidhi diyani,n,scattering ; sprinkling.
567,Sidhi diyā,n,scatterer.
567,Sidhi denā,v,sprinkle ; scatter ; broadcast ; sow.
567,Sidhu,ad,there.
567,Sidhu ā sakkene,ad,then and there.
567,Sidhe garānā,v,quiet ; pacify ; restrain.
567,Sidhesidhi,a,innocent by motive ; of a mild disposition.
567,Sidhol,n,hotchpotch of rotten fishes.
567,Sin,v,snatch (you).
567,Sindur,n,red lead ; cinnabar vermilion.
567,Sindhee,"ad, n",there ; at that place ; a worship of deity.
567,Sinsin,n,pain ; agony ; distress ; sorrow.
567,Sin sinānā,v,feel pain.
567,Sin sineiyā,n,sufferer ; sympathizer.
567,Sin sineyā,a,pained ; distressed ; painful ; suffering ; grieved ; sympathizing.
567,Sinyā,a,torn ; loffed off ; cut-off ; broken.
567,Sinālee,"a, n",unlawful ; illegal ; illicit ; illegitimate ; illicit love.
567,Sinālee makaddamā,n,judgement of illicit love affairs.
567,Sinilanā,v,take away or snatch by face.
567,Sinemā,n,Cinema.
567,Sinemā kabidāng,n,Cinema artist.
567,Sinemā tārā,n,film star.
567,Sinesinyā,a,lying as a distance ; far off.
567,Sip,a,long stick or staff or rod.
567,Sip charan,n,the famous Chakma Poet and devotee (Sipcharan).
567,Sipyāsipyā,a,diminutive ; shot in stature.
567,Sibhidhi,n,lime.
567,Sibhil,a,civilized.
567,Sibhilik sābhālāk,a,unsteady ; restless ; fickle.
567,Sibhe,pron,that.
567,Sibhet,"ad, a",there ; that ; very that.
567,Sibher,a,of that.
567,Sibhere,a,to that.
567,Sibhey,a,that very person.
567,Siminyā,a,boundary ; border ; limit.
567,Siminyā thun,n,boundary line ; boarder ; frontier.
567,Siminyā thum rejya,n,frontier province.
567,Siminyā pār ahnā,v,pass the boundary ; transgress.
567,Siminyā bānani,n,limitation ; fixation.
568,Siminyã bãrã,a,out of boundary; unlimited.
568,Siminyã bhidire,n,within limit or boundary.
568,Simeigãch,n,silk cotton tree.
568,Simeitula,n,silk cotton; kapok.
568,Siment,n,ciment.
568,Sir,n,accomplished; finishing; completing; performance.
568,Sirsir,n,current of a stream; small water courses.
568,Sir sirãnã,v,feel; penetrated pain.
568,Sirjhãnã,v,be accomplished; become completed.
568,Sirã,v,accomplish (you).
568,Sirãh,n,head.
568,Sirã kãbani,n,beheading; decapitation.
568,Sirãkãbã,a,beheaded; decapitated.
568,Sirã chhãrã,a,headless.
568,Sirãnã,v,accomplish; perform.
568,Sirãpeere,n,headache.
568,Sirãbalã,a,cephalous.
568,Siritti,n,"creation, formation; world; universe."
568,Siritti garchyã,a,created.
568,Siritti garãnã,v,create; make.
568,Siritti gariyã,n,creation; god; inventor; maker.
568,Sirei sãrãy,a,after performance; after completing.
568,Sirciyã,n,performer; compiler.
568,Sireyã,a,accomplished; fulfilled; performed.
568,Sil,n,character; good conduct; practice.
568,Silneyã,a,characterless.
568,Silbalã,a,polite; well behaved; virtuous; learnt.
568,Sillanã,v,take good advice.
568,Sillayã,a,learnt; taken good advice; versed.
568,Silã,v,sew (you).
568,Silãnã,v,sew.
568,Silãni,n,sewing; stiching; seam.
568,Silum,n,shirt; overcoat.
568,Sileiyã,n,sewer.
568,Sileni kal,n,sewing machine.
568,Sileni hulanã,v,unsew.
568,Sileni phur,n,stich.
568,Sileni yã,a,sewed.
568,Silon,n,mussel; oyster shell.
568,Siyat,ad,there.
568,Siyanatyãi,ad,for that reason; there by; by that means.
569,Siyān,p,that.
569,Siyān,n,the space of two legs.
569,Siyān kingiri,a,how is it ; what.
569,Siyānabbai,n & a,ninety six ; 96.
569,Siyānamāy,ad,in there ; infront of there.
569,Siyāshee,n & a,eighty six ; 86.
569,Sihyān,a,careful ; alert ; cautious ; sensible ; vigilent ; watchful.
569,Sihyān garani,n,warning ; cautioning.
569,Sihyān garānā,v,warn ; alert.
569,Sihyān thānā,v,be on the alert.
569,Sihyānā,v,thatch or cover (as a roof).
569,Sihyciyā,n,thatcher.
569,Su una,a,dry ; withered.
569,Suuna erā,a,cured meat.
569,Su unee,n,dry fish ; shrivelled fish.
569,Suuree gulo,n,sweet pumkin or gourd ; marrow.
569,Suora ār,n,swinery.
569,Suor erā,n,pork.
569,Suora chāch,n,piggery.
569,Suor chha,n,pig.
569,Suor dhakyān,a,piggish ; hoggish.
569,Suorar pāl,n,flock of swine.
569,Suol māch,n,walking fish.
569,Sukpānā,v,find out ; find a trace of hunt up ; search out.
569,Suk peyā,a,found out.
569,Sukyā,n,one who finds out.
569,Sug,n,comfort ; happiness ; felicity ; joy ; delight ; pleasure ; ease ; enjoyment.
569,Suga ājhā,n,desire of happiness.
569,Sug garani,n,enjoyment of happiness ; a thing that gives joy or pleasure.
569,Sug garānā,v,perceive with pleasure ; enjoy ; use with satisfaction ; rest ; repose.
569,Sug garājhāy,a,enjoyable ; comfortabc.
569,Sug gari,ad,happily ; joyfully ; felicitously.
569,Sug tagāni,n,search of happiness.
569,Sug tageyā,a,seeking pleasure.
569,Sugdug,n,happiness and sorrow
569,Sug denā,v,afford comfort ; give joy to.
569,Sug dhārochyā,a,desireous of pleasure.
569,Sug pānā,v,feel sense with
570,Sug bharan,a,joyfull.
570,Sug bhãndãl,n,rich store of happiness.
570,Sug bhug,n,enjoyment of pleasure.
570,Sugbhug garãnã,v,enjoy pleasure.
570,Sug manggalyã,a,seeking pleasure.
570,Sug shãnti,n,plesure and happiness.
570,Sug shuneyã,a,melodious ; timeful ; sweet to hear.
570,Suga sambod,n,happiness and wealth.
570,Sugasãgar,n,eternal happiness.
570,Suga sãdhya,a,easy ; easily done.
570,Suga saban,n,happy dream.
570,Suga sbaran,n,happy memory.
570,Suga sbaranjãm,n,happiness and merit ; amenities.
570,Suga habar,n,happiness ; good news.
570,Sugey jhãnã,v,become dry.
570,Sugeyã,a,dried ; cured.
570,Sugono,v,dry ; wither ; heal up (as a sore).
570,Sugor denã,v,giving one estimated hog as fine for illicit love affairs.
570,Sugor hãnã,v,fine alone estimated hog for illicit love affairs to a boy or a girl that decide in a village court by the villagers which is old practice in the Chakma society.
570,Sughee,a,happy ; joyful ; felicitious ; blissful.
570,"Sughee garãnã, ahnã",v,make or become happy ; felicitate.
570,Sughe,ad,happily ; easily ; peacefully.
570,Sughe thanã,v,keep in happiness.
570,Sughe thãnã,v,be at ease ; live in happiness.
570,Sughe sughe,ad,happily and comfortably ; with ease and comfort.
570,Sughor ghum,n,sound sleep.
570,Sughor saban,n,happy dream.
570,Such,n,needle.
570,Suchyãng,a,needle like ; very smooth and sharp.
570,Suchyãng bãch,n,needle
571,Suchcharānā,v,tickle ; make itch with touching ; feel laugh.
571,Suchcharey denā,v,make tickle ; tickle ; titillate.
571,Suchcharey,a,tickling.
571,Suchchyā,a,paid back ; repaid.
571,Suchchek bāch,n,kind of bamboo used for weaving.
571,Sujo,n,printed bamboo stick for carriage.
571,Sujhānā,v,repay ; pay back.
571,Sujhei,"n, a",branch or twig of a bamboo ; lean ; thin ; sickly ; weak.
571,Sujhani,n,repayment.
571,Sujhidenā,v,cause to repay.
571,Sujhiyā,n,repayer.
571,Sujhur sujhur,a,easy gesture.
571,Sujhur sujhur jhānā,v,go easily.
571,Sud,n,interest ; usury.
571,Sudat tubi,n,tailor bird.
571,Sudam,n,customary law ; custom ; rule ; usage ; practice ; fashion.
571,Sudam garchyā,a,regularised.
571,Sudam garani,n,regularization.
571,Sudam garānā,v,regularise ; make law.
571,Sudam gariyā,n,regulariser.
571,Sudam majin,a,regularly ; customary.
571,Sudam majine,ad,according to custom.
571,Sudamyā,a,customary.
571,Sudamyā cin,n,customary law.
571,Sudin,v,fine day ; customarily.
571,Sudee,a,concerning interest ; of interest.
571,Sudeen kārbār,n,usury.
571,Sudee tengā,n,interest money.
571,Sudee tengā diyā,n,money lender.
571,Suddoh,a,not at all.
571,Sudho,n,preyvence ; an excuse ; row cotton.
571,Sudho kādānā,v,spin ; thread.
571,Sudho kādonikal,n,spinner.
571,Sudho kādoyā,n,cotton ; spinner.
571,Sudho kābar,n,cotton cloth.
571,Sudhokur,n,gathering or store of raw cotton.
571,Sudho gāch,n,cotton plant ; kapok.
571,Sudho tum,n,clew.
571,Sudho dyā,a,pretended.
571,Sudho diyā,n,pretender.
572,Sudho tulanã,v,draw out raw cotton from the cotton plant.
