Page,Romanized Chakma,pos,English translation
116,Gābur rang,n.,spring of young.
116,Gābhi,n.,water mixing rice powder.
116,Gām,n.,gum.
116,Gāmjhā,n.,towel; napkin.
116,Gāmarā,a.,weak health.
116,Gāmri gāj,n.,kind of tree.
116,Gāmālā,n.,tub; pan; basin.
116,Gāruh,a.,deep; profound (as sleep); excessive; much (as love); strong; permanent; close; concentrated.
116,Gāruh kochpānā pirit,n.,deep love; intense love; deep affection.
116,Gāruh gari,ad.,deeply; permanently.
116,Gāruhmi,n.,thickness; solidity; severity; hardness; thick (as milk); hard.
116,Gāra,v.,to plant; to bury.
116,Gārānā,v.,plant in the ground; inter; bury; cover with soil.
116,Gārāni,n.,burying; planting.
116,Gāregāy,a.,automatic; self acting; ad. automatically.
117,Gāreyā,a.,buried; planted; n. buyer.
117,Gāl,n.,lie; false; untrue; vain.
117,Gālkadhā,n.,falsehood; lie.
117,Gālkadhā kanāh,v.,tell a lie; utter falsehood.
117,Gālgap,n.,chit-chat; idle story.
117,Gālgap denā,v.,gossip; chit-chat.
117,Gālgari,ad.,falsely; untruly; uselessly; for nothing; under a false pretext.
117,Gālchābā,n.,check; mouthful.
117,Gālmādānā,v.,tell a lie; utter falsehood.
117,Gālsākkhee,n.,false witness; false evidence; false testimony.
117,Gālsākkhee denā,v.,give false evidence; bear false witness to; perjure.
117,Gāllyā,a.,ejaculated; melted; dissolved.
117,Gā lāgānā,a.,feel interested or inclined; set about with energy.
117,Gāklānā,v.,ejaculate; dissolve; melt; press out.
117,Gālāni,n.,melting; dissolving; ejaculating.
117,Gāh,v.,sing.
117,Gāhk,n.,customer; subscriber; acceptor; purchaser.
117,Gāhk gachyā,a.,enrolled as a subscriber; subscribed.
117,Gāhk garānā,v.,enrol as or subscriber.
117,Gāhk ahnā,v.,subscribe.
117,Gāhnā,v.,sing.
117,Gārhee,n.,cart; carriage; coach.
117,Gārhee khanā,n.,coach house.
117,Gārhee padh,n.,carriage way.
117,Gigir gāgār,a.,tottering; unsteady; tollery; over flowing; tremulous; confused; staggering; moved.
117,Gigir gāgār (ahnā) garāna,v.,totter; be shaken; stand or walk unsteadily; move.
117,Gigir gāgār garani,n.,unsteady or tossing motion; quaking.
117,Gichchhyet,a.,really.
117,"Git, geed",n.,song.
117,"Gitār, geetār",n.,guiter.
117,Girgichyā,a.,trembling; shaking; tremulous.
117,Girgirani,n.,trembling; shaking.
117,Gir girānā,v.,tremble; shake.
117,"Girā, giryāh",n.,knot; tie; joint of the bamboo or body; node; gland
118,"Giroch, giroj",n.,owner; house holder; master of a house.
118,Gireeh,n.,family.
118,Gireeh chigan garani,n.,family planning.
118,Gireetti,n.,house hold affairs; house hold; family; house keeping.
118,Gireetti garānā,v.,keep house hold; manage domestic affairs.
118,Gil,v.,to devour.
118,Gilani,n.,swallowing; devouring; eating up.
118,Gillyā,a.,swallowed; eaten up; devoured.
118,"Gilānā, gilyānā",v.,devour; take off; swallow.
118,Gilip gachyā,n.,covered; enveloped; encircled.
118,Gilip garani,n.,covering; enveloping; enclosure.
118,Gilip garānā,v.,envelop; encircle; cover.
118,Giyān,n.,knowledge.
118,Giyānee,n.,wisdom; a. wise; learned.
118,Geed gānāh,v.,sing a song.
118,Geed geiyā,n.,singer.
118,Geed bājanā,n.,vocal and instrumental music.
118,Geedo kabitā,n.,lyric; musical poem.
118,Geedo kābil,a.,acquainted with songs; skilled in the art of singing.
118,Geedosur,n.,musical tune; music.
118,Gui,n.,iguana.
118,Guch guje,n.,tucking of loin cloth.
118,"Guehchhey thānā, gucchanā",v.,put into order; arrange; collect; pack-up; make necessary arrangement.
118,Guchchheyā,a.,orderly arranged; methodical.
118,Guchchheyā muccheyā,a.,fairly arranged.
118,Gujdyā,a.,tucked of loin cloth.
118,Guj denā,v.,tuck up the loin cloth tightly.
118,Gujanā,v.,insert; tuck in; thrust in; set in.
118,Gajani,n.,inserting; thrust; poke.
118,Gujeyā,a.,inserted; thrust in.
118,Ghjukkulu,a.,thrown about; strewn; upset; destroyed; squandered; wasted.
118,Gujukkulu garani,n.,destroying; squandering; wasting; strewing.
118,Gujukkulu garānā,v.,throw about; waste; destroy; squander; strew
119,Gujuranā,v.,roar; grumble; thunder.
119,Gujurani,n.,roaring; roar; thundering.
119,Gujong,n.,hump back; crooked.
119,Gujongyā,a.,crook backed.
119,Gujob,n.,rumour; town talk; public report.
119,Gujob chharhānā,v.,spread rumour.
119,Gut,n.,button.
119,Gutyā,n.,brain.
119,Gut gutyā,n.,kind of sour fruit.
119,Gut-ti,n.,kindred; race; descent; family; group.
119,Gut-ti,n.,a group of families having the same ancestor; kins.
119,Gudanā,v.,to beat read; strike in; draw in.
119,Gadani,n.,striking in.
119,"Gudā, gudyo",v.,to strike in.
119,Gudi,n.,dice; condition; position; circumstances; mood; state; time; financial; financial solvency; bite; bit; shooting; pain; ache; pressure.
119,Gudeiyā,n.,striken.
119,Gudeyā,a.,striked in.
119,Gudom,n.,godown; store house; warehouse.
119,Gudom bābu,n.,store keeper.
119,"Gudhi, gudih",n.,room; chamber; apartment; house of legislature; a condition; pligh.
119,"Gudhu khārā, gudu khārā",n.,kind of Chakma game or Indian game.
119,Gun,n.,quality; attribute; virtue; number; qualification; advantage; multiplication; primary elements or attributes; use; power; effect; action; excellence; merit; cord; rope; bowstring; charm; witchcraft.
119,Gunak,n.,multiplier; multiplicator; factor.
119,Gungachyā,a.,multiplied into (X); counted; helped.
119,Gungun,n.,hum (of a bee); low murmuring sound.
119,Gungunanā,v.,hum; buzz; whisper.
119,Gungunani,n.,humming sound; buzzing.
119,Gungunar,n.,humming sound.
119,Gunnyā,a.,counted.
119,Gunpudi,n.,meritorious or virtuous woman.
119,Gunfal,n.,product of a multiplication.
119,Gunmandar,n.,sprirtual quality.
120,Gunahār,a.,loss; disadvantage.
120,Gunohār,a.,see Gunahār.
120,Gunohār denā,v.,loss.
120,Gumgumanā,v.,tremble; rumble.
120,Gumgumani,n.,rumbling; tremor; rattling.
120,Gumgumencey,ad.,tremendously; with rumbling.
120,Gumgumeyā,a.,tremendous; rumbled.
120,Gumochyā,a.,proud; haughty; vain.
120,Gumochyā garānā,v.,boast of; be proud; hold aloof; chalk down one feeling.
120,Gumor,a.,private; secret; confidential; to the hidden or concealed; to be kept secret; concealed; hidden; unseen; veiled; n. privacy; secrecy; concealment; hiding; concealing.
120,Gumor kadhā,n.,private communication; mystery secret.
120,Gumor garānā,v.,hide; conceal; secret.
120,Gumor gari,ad.,privately; in secret.
120,Gumorghātak,n.,assassin; executor.
120,Gumorchar,n.,spy.
120,Gumorjāgā,n.,private place; retreat.
120,Gumorthānā,n.,remain secret; remain hidden.
120,Gumor dal,n.,secret association; clandestine meeting.
120,Gumordhan,n.,hidden treasure.
120,Gumorpolish,n.,detective police.
120,Gumor battā,n.,intelligence.
120,Gumorbesh,n.,disguise; concealment.
120,Gumorbeshe,ad.,in disguise; secretly; privately.
120,Gumor bhāngānā,v.,disclose; humble one pride.
120,Gumorbhāngyā,a.,disclosed.
120,Gumorbhoth,n.,ballot; secret vote.
120,Gumor mārani,n.,assassination.
120,Gumor rāghānā,v.,keep secret.
120,Gumorsallā,n.,secret consultation.
120,Gumorsallā sabhā,n.,secret meeting for consultation; cabal; conclave.
120,Gumor habar,n.,secret information.
120,Guri,n.,powder; stem; smash.
120,Gurigachyā,a.,reduced into powder.
120,Gurigaranī,n.,the act of reducing into powder.
121,Gurigarānā,v.,reduce into powder.
121,Guringārāng,a.,small kind.
121,"Guru, Guruthāgur",n.,preceptor; spiritual guide; priest; teacher; master; superior.
121,Gul,n.,round; circular; globular; circle; globe; sphere.
121,Gul,v.,to mix or smear or mingle.
121,Gulālu,n.,potato.
121,Gulak,n.,globe; circular thing.
121,Gulakadak,a.,some; few; little.
121,Gulgarānā,v.,muddle; make round.
121,Gulgāl,a.,roundish; fat and plump; chubby; fully developed (as features).
121,Gulguli,n.,fruits; shrubs.
121,Gulchodhuree,n.,magpie robin; swallow.
121,Gulchhamāch,n.,kind of fish.
121,Gulani,n.,rubbing; dissolving.
121,Gulmakyā,a.,roundish; circular; spherical.
121,Gulmāl,n.,noise; uproar; disorder; clamour; hubbub; hitch; agitation; objection; turmoil; loud.
121,Gulmāl garānā,v.,shout; set up an uproar; raise of an objection; clamour.
121,Gulmāl bājānā,v.,pick up a quarrelling; create a bad blood.
121,Gulmālyā,a.,noisy; disorderly; perplexing; confusing; intricating; complex; complicated.
121,Gullyā,a.,dissolved; mixed.
121,Gulānā,v.,rub over; smear over; plaster; dissolve; mix (in water).
121,Gulmarich,n.,black pepper; capsicum.
121,"Gulih, gulee",n.,fire arms; bullet; pill; ball.
121,Gulidenā,v.,make muddy; muddle.
121,Gulih rug,n.,abdominal tumour; spleen.
121,Gulimārani,n.,bullet shooting.
121,Gulimārānā,v.,shoot a bullet; shoot; fire.
121,Guluk,n.,small pot.
121,Gulemile,ad.,with mixing.
121,Gurha,n.,little one; offspring; boy; child.
121,Gurhakāl,n.,boyhood.
121,Gurhakālyā,a.,of boyhood.
121,Gurhagurhi,n.,children; little one; kiddies.
121,Gurhi,n.,girl; little one; powder.
122,Gurhimilā,n.,little girl.
122,Guyey,n.,the image of Lord Buddha.
122,Geit,n.,knot; tic; node.
122,Geip,n.,stop; pause.
122,Geng,n.,folk.
122,Gengkhulyā,n.,folklore or tale; bard poet; folk sings bard.
122,Gengkhuli,n.,folklore or lead bard poet; folk sings bard.
122,Gengkhuli geed,n.,folk song.
122,Geng nāj,n.,folk dance.
122,Gengnājayā,n.,folk dancer.
122,Gengpālā,n.,drama; folk drama.
122,Gech,n.,gas.
122,Gej udonā,v.,same as Gcjānā.
122,Gej udoni,n.,same as Gejini.
122,Gejgejānā,v.,scold; censure; upbraid; blame; be censured.
122,Gejgeji,n.,reproach; nagging; abuse; scolding; censure.
122,Gejmachyā,a.,satisfied; pleased.
122,Gejmāchya,a.,germicide; destructive of germ.
122,Gejmārani darab,n.,germicide; a substance used to destroy germs.
122,Gejmarānā,v.,satisfy; indulge.
122,Gejar,a.,germinal; of germ.
122,Gejā,n.,satisfaction; germ.
122,Gejānā,v.,shoot out; grow; sprout; shoot; bring forth.
122,Gejāni,n.,germination; blossoming; budding; a seedling bud; germinant; sprouting.
122,Gejāmārānā,v.,fulfilment of one’s desire or longing.
122,Geth,n.,gate.
122,Get,n.,see Geit.
122,Getdalā,a.,knotted; tangled; knotty; tumultuous; turbulent; noisy.
122,Getdenā,v.,tie; bale.
122,Gettho,a.,see Getdalā.
122,Gep,a.,distant.
122,Gerā,n.,kind of snail; centripede.
122,Gel,n.,reproach; censure; abusive language; curse; imprecation.
122,Geldyā,a.,abusive.
122,Geldyādi,n.,mutual abuse.
122,Geldyādi garānā,v.,abuse each other.
122,Gelade,a.,last; past; gone.
122,Geldenā,v.,abuse.
122,Gelle,a.,last; past; gone.
122,Gellekelyā,n.,yesterday.
122,Gelle dinyā,n.,last or past day.
123,Gelle parshu,n.,day before yesterday.
123,Gelle bajar,n.,last year; past year; middle age.
123,Gelle redot,n.,last night.
123,Gelah,v.,went; has or have gone.
123,Gelah gelah,a.,nearly gone; almost past.
123,Gelhānā,a.,be abused.
123,Gerhā,n.,rhinoceros.
123,Gey,v.,(we) sing.
123,Geyā,n.,singer.
123,Gochchhāni,n.,rolling; slope.
123,Gochchheiyā,n.,one who rolls.
123,Gochchhe gochchhi,n.,rolled down.
123,Gochchhenā,v.,roll; lie; recline.
123,Gochchhey denā,v.,cause to roll; send rolling.
123,Gochchhey parhānā,v.,fall down; roll down; lie in the ground.
123,Gochchhcy jhānā,v.,slide; go rolling down.
123,Gochchhcyā,a.,rolled down.
123,Gojgochyā,a.,ferocious.
123,Gojānā,v.,see Gojcy denā.
123,Gojen,n.,lord; god.
123,Gojonalāmā,n.,the famous religious song book written by the Chakmas’ ancient poet Shiv Charan.
123,Gojeydyā,a.,handed over; bestowed; surrendered.
123,Gojeydyā jhāy,a.,to be bestowed or offered or given or surrendered.
123,Gojey diyā,n.,bestower; giver; dedicator; surrenderer.
123,Gojey denā,v.,bestow; persuade one to take; hand over.
123,Gojeyā,a.,handed over; bestowed; surrendered.
123,Godel,a. & n.,more; much; excess.
123,Gonji,n.,currency.
123,Goneiyā,n.,one who foretells.
123,Goneyā,a.,foretold.
123,Gonokyā,n.,one who foretells.
123,Gobiyā,n.,one who rebukes.
123,Gobhin,a.,deep; bottomless; profound; solemn; grave; steady; dense; intricate; thick; serious.
123,Gobhinyā,n.,depth; profound; gravity.
123,Gor,n.,grave; tomb; burial.
123,Gorgochyā,a.,straight forward; instant; straight.
124,Gorgochyā gari,ad.,straight forwardly; instantly; directly; straight way.
124,Gorgori,n.,stream layer; water course; current of water; high stream of water.
124,Gorjiyā,v.,to roll.
124,Gorjyānā,v.,roll; recline; lie.
124,Gorjey denā,v.,roll about; send rolling.
124,Gorjey parānā,v.,roll down; fall down.
124,Gorjey jhānā,v.,be rolling about; go rolling.
124,Gorpilyā,a.,lazy; neglect; slow.
124,Gorhādā,a.,without bazar day.
124,Goru,n.,cow; ox; bullock.
124,Goru urah,n.,stable; cowshed.
124,Gorugarak,n.,cow boy.
124,Gorugārhee,n.,bullock cart.
124,Goru chha,n.,calf; pl. calves.
124,Gorupāl,n.,cow herd.
124,Goru ehrā,n.,beef.
124,Gol,n.,goal; points won in a game.
124,Golgarak,n.,goal keeper.
124,Golgarānā,v.,score a goal.
124,Goldenā,v.,see Golgarānā.
124,Golā,n.,kind of cane.
124,Golāk,n.,fire work.
124,Goli,n.,lane; alley; narrow passage.
124,Golee,n.,goal keeper.
124,Gohr,n.,burden; load; heaviness; pressure; a. weight; heap; responsibility; gravity.
124,Gohrboyā,n.,bearer of burden; carrier.
124,Gohr ahnā,a.,become heavy; be weighted.
124,Gohr ahyā,a.,burdened; loaded; saddled; encumbered; under a charged.
124,Gorh,a.,average.
124,Gorhe,ad.,an average; on the whole; on the mean.
124,Gorheydenā,v.,cause to be made; get made; sale in whole; whole sale.
125,Ghangdā,n.,veil.
125,Ghangdā dyā,a.,veiled.
125,Ghangdā denā,v.,let down a veil; veil.
125,Ghangdā thānidenā,v.,lower the veil.
125,Ghangdā kulanā,v.,take off the veil; unveil.
125,"Ghangrā, Ghungurah",n.,cricket.
125,Ghangā,v.,to groan.
125,Ghangāni,n.,groaning; groan.
125,"Ghachyā, ghajhchyā",a.,rubbed; polished.
125,Ghajā,n.,tune; musical tune; tone.
125,Ghajhā,n.,position; situation; mood; time; financial solvency; circumstance.
125,Ghajhā ghathyā,a.,circumstantial.
125,Ghajhā firānā,v.,improve one’s position or condition; better one’s fortune.
125,Ghajhā majime,ad.,in the circumstance; being complied by circumstance.
125,Ghath,n.,water pot; picher; earthen water jar.
125,"Ghathanā, ghadanā",a.,occurrence; event; fact; n. accident; circumstance; chance.
125,Ghathanā dāngar,a.,eventful; full of incidents.
125,Ghathanā thān,n.,place or scene of occurrance.
125,Ghathanā majime,ad.,by chance; by accident; under circumstance; incidently.
125,Ghadghadanā,v.,grumble; grunt.
125,Ghadghadāni,n.,grumbling angrily.
125,Ghadtyā,a.,happening; being formed or performed; occurred.
125,Ghadā-ghadi,n.,occurring with each other.
125,Ghadānā,v.,take place; happen; occur; come about.
125,Ghadey denā,v.,cause to happen; effect; bring to pass.
125,Ghadipāre,ad.,likely to happen or occur; probable.
125,Ghanah,a.,dense; thick; deep; cubic; close; solid; profound.
125,Ghanah āruk,n.,solid figure; cube.
125,Ghanahkun,n.,solid angle.
125,Ghanah garānā,v.,thicken.
125,Ghanah-ghanah,ad.,instantly; many a time; often; always.
125,Ghanah darad,n.,solid body.
125,Ghandā,n.,hour; moment; bell.
125,Ghandā bājānā,v.,ring a bell
126,Ghandi,n.,small bell put on as an ornament.
126,Ghanahfal,n.,volume; solid content; calculated cubic contents; cubial area.
126,Ghanahbarga,n.,square of a cubic.
126,Ghanahbajatti,n.,dense population; congested habitation.
126,Ghanahmi,n.,density; thickness; firmness; solidity; closeness; bulk; volume; consistency; dimension.
126,Ghanahmul,n.,cube root.
126,Ghanā,n.,turning of a river; v. to approach.
126,Ghanātyā,a.,closed; very near; most intimate.
126,Ghanātyā āndar,n.,deep darkness; a. deep dark.
126,Ghanātyā kudum,n.,close relation.
126,Ghanātyā garānā,v.,solidify; condense.
126,Ghanātyā bandhu,n.,intimate friend; bossom friend.
126,Ghanātyāmi,n.,intimacy; become dense; rendered solid or firm; condensed; solidified; hardened; thickened.
126,Ghanātyāmegh,a. & n.,over clouded; over cast with clouds.
126,Ghajhā ghajhi,n.,rubbing each other.
126,Ghajhānā,v.,rub; polish; scratch; brush.
126,Ghajhāni,n.,rubbing; varnishing; polishing.
126,Ghajhidenā,v.,cause to rub or polish.
126,Ghajhifelānā,v.,scrape off; abrade.
126,Ghajhifelāni,n.,abrading.
126,Ghajhiyā,n.,one who rubs; polisher; cleaner.
126,Ghar,n.,house; dwelling; building; room; home; hut.
126,Ghar kuachyā,a.,shy; home sick; domesticated; nostalgic; n. nostalgia; home sickness.
126,Ghar kunyā,a.,see Ghar kuachyā.
126,Ghargachyā,a.,home made; accomodated to one’s own necessity.
126,Ghara giroj,n.,house holder; owner of a house.
126,Ghar giritti,n.,house like; domestic duty; household affairs; house keeping.
126,Ghar giritti garānā,v.,keep house; run a house; household affairs.
126,Ghar ghar,a.,from house to house; from door to door.
126,Ghar chhārānā,v.,adjure worldly life.
126,Gharchhārhā,a.,that has left home
127,Ghar jālānā,v.,set fire to a house; destroy the peace of a family; ruin a family life.
127,Gharjāmei,n.,one who lives at one’s father-in-law’s house.
127,Ghartakkinyā,n.,knowledge of the family; scandal prying into the family secret; exposing the family skeleton.
127,Ghar tagāni,n.,see Ghartakinyā.
127,Ghar tageyā,a.,that exposes to the family scandal; betraying trust.
127,Gharat gharat,a.,between two houses; homely relations.
127,Gharat ney,ad.,not at home.
127,Gharat puchyā,a.,domesticated.
127,Gharat bāhre,ad.,at home and abroad.
127,Ghartulanā,v.,build a house.
127,Gharpādā,n.,house site.
127,Gharpādānā,v.,settle in family life.
127,Gharperotyā,a.,nostilgic; domesticated; n. nostalgia; home sickness.
127,"Gharbo, gharboā",a.,relating to one’s family domestic; homely; intimate.
127,Gharbo kojyā,a.,internal quarrel; domestic quarrel.
127,Gharbhāngā,n.,breaking up of a family; poisoning of one’s family life.
127,Gharbhāngyā,a.,breaking up home or family.
127,Gharbhāngānā,v.,demolish a house.
127,Gharbhāngidenā,v.,break up home; poison domestic.
127,Gharsangsār,n.,house hold life; house hold affairs.
127,Gharsangsār garānā,v.,settle in life like a house holder; live a worldly life.
127,Gharsangsāree,n.,house holder.
127,Ghare ghare,a.,in every house or family.
127,Gharh gharhānā,v.,make a rattling sound.
127,Gharh gharhāni,n.,rattling sound; purring sound.
127,Gharhā,n.,horse.
127,Gharhāgarhee,n.,coach.
127,Gharhi,n.,mare; watch.
127,Ghā,n.,ulcer; sore; cut; wound.
127,Ghā garānā,v.,cause a wound or an injury.
127,Ghāgee,a.,hardened; long experienced; invetered; punished repeatedly.
127,Ghāgeechur,n.,old offender; hardened criminal.
127,Ghāchchārā,n.,nature of speaking; similarity of tone; vowel mutation; concord; harmony
128,GhājkābānāC,v.,mow grass.
128,Ghājkābiyā,n.,grass cutter or mower.
128,Ghāj khānā,v.,eat grass; graze; act foolishly.
128,Ghājchyā,a.,alike; similar; like.
128,Ghājani,n.,similarity; likeness; resemblance.
128,Ghājeli,a.,full of grass; grassy.
128,Ghājhi,a.,approaching; touching.
128,Ghāth,n.,place of the bank of a river.
128,Ghāthghādi,n.,quarry; landing.
128,Ghāthmājhi,n.,ferryman.
128,Ghātak,n.,murderer; executioner; destroyer.
128,Ghāttalyā,n.,place in a river; ferry; bathing place.
128,Ghādtyā,a.,stimulated; stirred; irrigated; beaten up.
128,Ghādhā,n.,hotch-potch; mixture of many things; hodge-podge.
128,Ghādānā,v.,stir; beat up; stimulate.
128,"Ghādi, ghāthi",n.,station; outpost; headquarters.
128,Ghābubhāngā,a.,disorderly.
128,Ghāndā,n.,boundary; border; limit.
128,Ghāndāgarak,n.,boundary guard.
128,Ghāndāchhārā,a.,unlimited.
128,Ghāndā dāg,n.,boundary line; border line; frontier.
128,Ghāndā diyey jhānā,v.,over step one’s limitation; trespass the boundary line.
128,Ghāndā deghāni,n.,demarcation of the boundary.
128,Ghāndā dor,n.,frontier door; frontier.
128,Ghāndā fibilik,n.,meeting of two boundaries.
128,Ghānda bānani,n.,limitation.
128,Ghāndā bānyā,a.,limited; bounded; restricted.
128,Ghāndā bārhā,n.,another limit.
128,Ghābārānā,v.,perplex; confuse; bewilder.
128,Ghābārāni,n.,bewildering; perplexity; panic; afraid.
128,Ghāberey denā,v.,perplex; disconcert.
128,Ghāberey jhānā,v.,bewilder; get nervous.
128,Ghām,n.,sweat; perspiration.
128,Ghāmānā,v.,sweat; perspire; fatigue; a. be under great strain
129,Ghāmey denā,v.,cause to perspire; cause to work hard; fatigue.
129,Ghāmojee,n.,prickly heat; pimple.
129,Ghārh,n.,shoulder; nape (or back) of the neck.
129,Ghārhdhachyā,a.,stiff necked.
129,Ghārh dhākkā,n.,shouldering out; pushing one out by the shoulder.
129,Ghārh dhākkdenā,v.,shoulder one out.
129,Ghāyel,a.,over powered; wounded.
129,Ghāyel garāna,v.,wound; discomfit; defeat.
129,Ghāyel ahnā,v.,be wounded; fail.
129,Ghi,n.,ghee; clarified butter.
129,Ghitta kumāree,n.,aloe; cactus.
129,Ghin,n.,disgust; hatred; horror.
129,Ghin ahnā,v.,have a feeling of hate.
129,Ghingachyā,a.,hated; shocking.
129,"Ghinenā, ghinānā",v.,hate; despise; shock.
129,Ghineyā,a.,disgusting; shocking; loathsome; detestable; one who hates; spiteful; malicious; abusive.
129,Ghirchyā ghichyā,a.,enclosed; surrounded.
129,"Ghirā, ghiryā",n.,enclosure; cover; case; circumference; perimeter; girth; fencing; boundary.
129,"Ghirāni, ghiryāni",n.,enclosing; surrounding.
129,"Ghirenā, ghiryānā",v.,surround; blockage.
129,Ghilā,n.,kind of fruit seed used to play a Chakma traditional out door game.
129,Ghilā jedā,a.,brave; daring; courageous.
129,Ghilāmarā,a.,afraid; frightened; alarmed.
129,Ghilā thānā,v.,venture; encourage.
129,Ghiluk,n.,fat of a crab; brains; soft materials of the cell of a crab.
129,Ghu,n.,stool; bowel; dung; faeces; excrement; bilt; dirt; excreta.
129,Ghughani ghuguni,n.,boiled pulse or bean.
129,Ghungura,n.,anklet.
129,Ghungurā,n.,cricket.
129,Ghuch,n.,bribe.
129,Ghuchkhur,n.,one who takes bribe; bribee; a. who takes bribe; venal; corrupt.
130,Ghuchdyādi,n.,bribery.
130,Ghuchdenā,v.,offer a bribe.
130,Ghuchdiyā,n.,briber; one who bribes.
130,"Ghuchlanā, hānā",v.,take a bribe.
130,Ghujanā,v.,pass away; disappear; cause to exist; come to pass away.
130,Ghujani,n.,removing; replacing; disappearing; unloosing; passing away.
130,Ghuji,n.,boxing; clenched fist.
130,Ghujimārānā,v.,have a boxing; duel strike with the fist.
130,Ghujimārāmāri,n.,striking each other with the fist.
130,Ghujimārāmāri garānā,v.,strike with each other.
130,Ghutghutyā āndār,a.,pitchy darkness; deep darkness.
130,Ghuthyā,n.,stump; part of tree in the earth.
130,Ghudtyā,a.,excited; stirred; roused up.
130,Ghudanā,v.,rouse up; excite; stir; agitate.
130,Ghudani,n.,stirring; agitating.
130,Ghudidenā,v.,stimulate; cause to stir or mix together; shake up; irritate; rouse up; excite.
130,Ghudiyā,n.,stirrer; one who stirs.
130,Ghun,n.,weevil.
130,Ghundharānā,v.,be infected or destroyed by insects; worm eaten; taken to evil course.
130,Ghunji munji,a.,intimate; closely connected.
130,Ghunpachyā,a.,worm eaten; n. about to ripe.
130,Ghunedhachyā,a.,worm eaten infected by insects.
130,Ghuparhānā,v.,make shadow; cloud.
130,Ghub,n.,shadow; a. cloudy; v. kill secretly.
130,Ghubanā,v.,put to death secretly; kill or finish secretly.
130,Ghubani,n.,putting to death secretly; assassination; secret killing.
130,Ghubeiyā,n.,one who kills secretly; assassinate.
130,Ghubeyā,a.,put to death secretly; assassinated.
130,Ghum,n.,sleep; slumber.
130,Ghum addanga ahnā,v.,have one’s sleep spoiled.
130,Ghumnejhānā,v.,let to sleep.
130,Ghumbhāngānā,v.,wake up.
130,Ghumbhāngidenā,v.,awake or arise from sleep.
130,Ghumjhānā,v.,sleep.
130,Ghumjheyā,a.,falling asleep easily and quickly; too fond of sleep; unable to resist sleep.
131,Ghumot,a.,being drowsy; in a state of sleeping.
131,Ghur,v.,move or turn round.
131,Ghurkārā,n.,rattling in the throat.
131,Ghurkārānā,v.,make a rattling sound.
131,Ghurkāroni,n.,purring sound; rattling sound.
131,Ghur ghur,n.,twilight (of down or dark); approaching darkness.
131,Ghurghuri,n.,walking about; loitering; wandering; hanging about.
131,Ghurghuri garānā,v.,loiter; frequent.
131,Ghurghurei,ad.,swiftly; quickly.
131,Ghuratar,a.,more deeply; very awful.
131,Ghuranā,v.,revolve; turn; move or turn round; rotate; whirl.
131,Ghurani,n.,whirling; turning; moving; revolving; rotating; spinning.
131,Ghurani bah,n.,whirl wind; cyclone.
131,Ghurani rug,n.,vertigo; giddiness.
131,Ghuriney berhānā,v.,walk about; idly walk; loiter.
131,Ghuriyā,n.,loiterer; one who loiters or moves.
131,Ghureidenā,v.,whirl; turn; spin; harass; roll; revolve; rotate.
131,Ghureyā,a.,rolled; rotated; whirled; revolved.
131,Ghul,a.,stir with water; whirling water; muddy; foul; turbid; lack lusture; contaminated.
131,Ghulgarānā,v.,pollute; contaminate; stir or agitate; make turbid by stirring.
131,Ghulyā,a.,rather turbid; some what muddy.
131,Ghurhi,n.,clock; watch; kite; time piece; hour; bell.
131,Ghei,n.,score.
131,Gheidenā,v.,score; make point in a game.
131,"Gheghechyā, ghechchyā",ad.,really; real; truth.
131,Ghechchhārā,n.,character; conduct; manners; ways; nature; morals; disposition.
131,Ghechchhārāgun,n.,excellence of character.
131,Ghechchhārāduj,n.,looseness of character; defect or blemish in character; immorality.
131,Ghechchhārāneyā,a.,characterless; unchaste.
131,Ghechchhārābalā,a.,good character; virtuous.
131,Ghejāmāchyā,a.,stisfied; gratified; pleased; delighted; glad.
131,Ghejāmārani,n.,satis-factiom; gratification; delight
132,Ghejāmārinei,ad.,with satisfaction or pleasure; delightedly; contentedly.
132,Ghejāmāreyā,ad.,giving satisfaction; pleasing; greatifying.
132,Ghejāmārey denā,v.,satisfy; gratify; please.
132,Ghejhāghechyā,a.,closed; thick; crowded; congested; thronged together; rushed.
132,Ghejhāghechyā garānā,v.,close one another; throng together.
132,Giejhāghejhi,n.,crowding; thronging; closeness.
132,Ghejhānā,v.,approach; drawing.
132,Ghejhānyā,n.,drawing near; rubbed.
132,Gherā,n.,fencing; enclosure; case; circumference; perimeter; girth; boundary; cover.
132,Gherāo,n.,enclosing; surrounding.
132,Gherāo garānā,v.,surround; put a ring round; besieze; seize to.
132,Gherāo oyā,a.,surrounded; enclosed.
132,Gherāghirānā,v.,enclose a fencing; fence; enclose or blockade a boundary.
132,Ghere ām,n.,kinds of mongo; wild mango.
132,Ghel,n.,defeat; over throw.
132,Ghelhānā,n.,embrace or cause defeat.
132,Ghelhābānā,v.,defeat; over power.
132,Ghelhābeiyā,n.,one who defeat.
132,Ghelhābeyā,a.,defeated; over come; conquered; over powered.
132,Ghelheiyā,n.,one who defeats.
132,Ghoni,n.,small bell; button.
133,Cha,v.,see (you).
133,Chak,n.,chalk; square; quadrangle.
133,Chakka makka,a.,astonished; perplexed; puzzled; flabbergusted; stupified.
133,Chakkar,n.,coil; potters wheel; circular spot; wheel; turning.
